Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Amount
2022/09/02 17:03,119732,808B854F0,125882,809A08F30,14.55,Rupee,14.55,Rupee,ACH,0,0.18251608775825087
2022/09/02 17:07,72,808F3F470,224257,80A5EDDB0,31.71,Rupee,31.71,Rupee,Wire,0,0.39777217476385807
2022/09/02 17:09,14,8094CE970,26272,80EAD5080,77.88,Rupee,77.88,Rupee,Wire,0,0.9769314717946789
2022/09/02 17:29,27,80B4C76A0,131036,80BDA2B50,46.67,Ruble,46.67,Ruble,ACH,0,0.7723368692802887
2022/09/02 17:24,16,80B4FFC40,36975,819EB9BB0,1.18,Canadian Dollar,1.18,Canadian Dollar,ACH,0,0.8979529716155543
2022/09/02 17:26,16,80B4FFC40,16,80B4FFC40,0.72,Canadian Dollar,42.41,Ruble,ACH,0,0.7018385820907872
2022/09/02 17:26,16,80B4FFC40,36975,819EB9BB0,0.72,Canadian Dollar,0.72,Canadian Dollar,Wire,0,0.547903508104406
2022/09/02 17:25,19,80FACBD60,41916,80FBB2BA0,0.83,Australian Dollar,0.83,Australian Dollar,Wire,0,0.5649717514124293
2022/09/02 17:00,142114,80FB102A0,44198,810B12B70,0.36,Australian Dollar,0.36,Australian Dollar,Wire,0,0.24504798856442717
2022/09/02 17:10,49411,8128ABAA0,149108,812F66640,0.18,Brazil Real,0.18,Brazil Real,Wire,0,0.03459210147016431
2022/09/02 17:15,49750,8130EE480,52001,81344D260,4.72,Brazil Real,4.72,Brazil Real,ACH,0,0.9070817718843086
2022/09/02 17:08,16262,80D414FC1,16262,80D414FC0,1e-06,Bitcoin,0.01,US Dollar,Wire,0,0.01
2022/09/02 17:21,16262,80D414FC1,16262,80D414FC0,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 17:16,12702,80AD09141,12702,80AD09140,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 17:16,25,80C3750F1,25,80C3750F0,1.2e-05,Bitcoin,0.11,UK Pound,Wire,0,0.127214692140445
2022/09/02 17:29,25,80C3750F1,25,80C3750F0,1.9e-05,Bitcoin,0.18,UK Pound,ACH,0,0.20816949622981912
2022/09/02 17:12,11880,80DC2B601,11880,80DC2B600,5e-06,Bitcoin,0.06,US Dollar,Wire,0,0.06
2022/09/02 17:22,11880,80DC2B601,11880,80DC2B600,8e-06,Bitcoin,0.09,US Dollar,ACH,0,0.09
2022/09/02 17:25,21393,8056ACD61,21393,8056ACD60,8e-06,Bitcoin,0.09,US Dollar,ACH,0,0.09
2022/09/02 17:22,21393,8056ACD61,21393,8056ACD60,2.3e-05,Bitcoin,0.27,US Dollar,ACH,0,0.27
2022/09/02 17:07,17803,8098E8B31,17803,8098E8B30,5e-06,Bitcoin,0.06,US Dollar,ACH,0,0.06
2022/09/02 17:05,17803,8098E8B31,17803,8098E8B30,4e-06,Bitcoin,0.05,US Dollar,ACH,0,0.05
2022/09/02 17:29,123520,80B895EB1,123520,80B895EB0,1.4e-05,Bitcoin,0.14,Euro,ACH,0,0.13984616921386475
2022/09/02 17:07,394,800218631,394,800218630,2e-06,Bitcoin,0.02,US Dollar,ACH,0,0.02
2022/09/02 17:23,394,800218631,394,800218630,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 17:09,425,8061D1291,425,8061D1290,1.6e-05,Bitcoin,0.16,Euro,ACH,0,0.159824193387274
2022/09/02 17:21,1639,8015BE3C1,1639,8015BE3C0,2e-06,Bitcoin,0.02,US Dollar,ACH,0,0.02
2022/09/02 17:26,19368,80FC77371,19368,80FC77370,1.6e-05,Bitcoin,0.16,Euro,Wire,0,0.159824193387274
2022/09/02 17:41,12,800144190,20,8001F7D60,0.47,US Dollar,0.47,US Dollar,ACH,0,0.47
2022/09/02 17:32,394,800415280,11265,800C97B80,0.16,US Dollar,0.16,US Dollar,Wire,0,0.16
2022/09/02 17:52,2368,804243910,5617,80564C900,0.58,US Dollar,0.58,US Dollar,ACH,0,0.58
2022/09/02 17:57,2368,804243910,5617,80564C900,0.11,US Dollar,0.11,US Dollar,Wire,0,0.11
2022/09/02 17:44,11337,805EBF040,214107,806B7BE90,0.12,US Dollar,0.12,US Dollar,Wire,0,0.12
2022/09/02 17:53,20,80015A0A0,18903,807301480,0.18,US Dollar,0.18,US Dollar,Wire,0,0.18
2022/09/02 17:55,14,8073BF920,14,8073BF920,1.01,US Dollar,73.86,Rupee,ACH,0,0.9265043465171415
2022/09/02 17:57,22224,80409DE70,28625,80C7EE950,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/02 17:55,22224,80409DE70,28625,80C7EE950,0.06,US Dollar,0.06,US Dollar,Wire,0,0.06
2022/09/02 17:39,217717,80A201880,36392,80D94E280,0.77,US Dollar,0.77,US Dollar,Wire,0,0.77
2022/09/02 17:34,210472,804EFB650,1394,810F6F780,0.82,US Dollar,0.82,US Dollar,ACH,0,0.82
2022/09/02 17:59,118681,80A4135C0,51448,815D1B980,0.59,US Dollar,0.59,US Dollar,Wire,0,0.59
2022/09/02 17:51,15194,807BF0DF0,66649,81AC88130,0.26,US Dollar,0.26,US Dollar,Wire,0,0.26
2022/09/02 17:43,2514,8011C49D0,7272,802A5AF70,0.98,Euro,0.98,Euro,ACH,0,0.9789231844970532
2022/09/02 17:31,14213,8024A8410,24455,804564BE0,0.96,Euro,0.96,Euro,ACH,0,0.9589451603236439
2022/09/02 17:38,1835,802258090,1835,805A70BB0,0.11,Euro,0.11,Euro,ACH,0,0.10987913295375086
2022/09/02 17:50,1390,800B391E0,15516,80322EF00,0.62,Euro,0.62,Euro,ACH,0,0.6193187493756867
2022/09/02 17:53,2514,8003BB3C0,228147,80E221EA0,0.21,Euro,0.21,Euro,Wire,0,0.20976925382079709
2022/09/02 17:46,33067,80E7166B0,21316,80F8CF7C0,0.42,Euro,0.42,Euro,ACH,0,0.41953850764159417
2022/09/02 17:43,3,8028731E0,244000,816EE4520,0.32,Euro,0.32,Euro,Wire,0,0.319648386774548
2022/09/02 17:34,14003,802A8E490,18076,8173F6040,0.3,Euro,0.3,Euro,Wire,0,0.2996703626011387
2022/09/02 17:34,15168,8029396F0,11,80372F580,0.46,Yuan,0.46,Yuan,Wire,0,0.06663286738610849
2022/09/02 17:42,10073,803B43050,113804,8085CDE20,0.76,Yuan,0.76,Yuan,ACH,0,0.11008908524661404
2022/09/02 17:58,110265,804347AF0,121480,80AA9D280,2.33,Yuan,2.33,Yuan,Wire,0,0.337509958716593
2022/09/02 17:53,4,800075360,12,806760AA0,98.5,Yen,98.5,Yen,Wire,0,0.7030190564556419
2022/09/02 17:34,119699,808FB3C00,23486,80A8F9C00,37.33,Rupee,37.33,Rupee,ACH,0,0.46826979766429583
2022/09/02 17:34,17,80CFDB080,135933,80D256DC0,0.58,Canadian Dollar,0.58,Canadian Dollar,ACH,0,0.4413667148618826
2022/09/02 17:43,17,80CFDB080,135933,80D256DC0,0.15,Canadian Dollar,0.15,Canadian Dollar,Wire,0,0.11414656418841793
2022/09/02 17:44,142114,80F78CFE0,41916,80FE64A90,0.59,Australian Dollar,0.59,Australian Dollar,Wire,0,0.4016064257028112
2022/09/02 17:46,219,8135A5AF0,153802,8146AF660,0.41,Swiss Franc,0.41,Swiss Franc,ACH,0,0.4176215940921823
2022/09/02 17:36,158053,81590A100,257741,815EE37C0,0.62,Shekel,0.62,Shekel,ACH,0,0.18367649237150052
2022/09/02 17:45,2514,8010777B1,2514,8010777B0,1e-06,Bitcoin,0.01,Euro,ACH,0,0.009989012086704625
2022/09/02 17:48,2514,8010777B1,2514,8010777B0,2e-06,Bitcoin,0.02,Euro,ACH,0,0.01997802417340925
2022/09/02 17:55,136009,80EE179F1,136009,80EE179F0,5.7e-05,Bitcoin,0.89,Canadian Dollar,Wire,0,0.6772696141846131
2022/09/02 17:44,18840,810929291,18840,810929290,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 17:54,21246,816E355E1,21246,816E355E0,7.9e-05,Bitcoin,0.94,US Dollar,ACH,0,0.94
2022/09/02 17:36,21246,816E355E1,21246,816E355E0,4.7e-05,Bitcoin,0.56,US Dollar,Wire,0,0.56
2022/09/02 17:57,21246,816E355E1,21246,816E355E0,1.4e-05,Bitcoin,0.17,US Dollar,ACH,0,0.17
2022/09/02 18:29,1217,8011B6DE0,3202,802556BA0,0.08,US Dollar,0.08,US Dollar,ACH,0,0.08
2022/09/02 18:24,1217,8011B6DE0,3202,802556BA0,0.03,US Dollar,0.03,US Dollar,Wire,0,0.03
2022/09/02 18:20,11,8001DC570,22224,80297A340,0.82,US Dollar,0.82,US Dollar,Wire,0,0.82
2022/09/02 18:10,1120,8008774A0,1231,8045A75A0,0.64,US Dollar,0.64,US Dollar,ACH,0,0.64
2022/09/02 18:25,13395,8015B4D40,13210,806118490,0.39,US Dollar,0.39,US Dollar,ACH,0,0.39
2022/09/02 18:26,13,805A0C250,13,805A0C250,0.59,US Dollar,61.7,Yen,ACH,0,0.44036828206409245
2022/09/02 18:12,22086,80121C480,2175,809E8B1D0,0.8,US Dollar,0.8,US Dollar,Wire,0,0.8
2022/09/02 18:16,12,8010E6230,1277,80B982330,0.63,US Dollar,0.63,US Dollar,Wire,0,0.63
2022/09/02 18:27,21939,806B09500,219782,80EF47E20,0.36,US Dollar,0.36,US Dollar,ACH,0,0.36
2022/09/02 18:15,113317,8069EB8C0,47060,811C8A5F0,0.64,US Dollar,0.64,US Dollar,Wire,0,0.64
2022/09/02 18:20,227639,80D709800,23760,8161DCCC0,0.58,US Dollar,0.58,US Dollar,ACH,0,0.58
2022/09/02 18:01,15194,805CD1C80,147509,81708F5E0,0.44,US Dollar,0.44,US Dollar,ACH,0,0.44
2022/09/02 18:18,212730,80716D790,162225,817484EB0,0.46,US Dollar,0.46,US Dollar,ACH,0,0.46
2022/09/02 18:25,11661,8046D4340,30515,818880710,0.3,US Dollar,0.3,US Dollar,Wire,0,0.3
2022/09/02 18:15,11046,80081DF10,13821,81A962150,0.24,US Dollar,0.24,US Dollar,Wire,0,0.24
2022/09/02 18:11,21414,810E52440,11495,81B5BFA60,0.37,US Dollar,0.37,US Dollar,Wire,0,0.37
2022/09/02 18:05,0,800A1B3D0,2514,800D58AE0,0.09,Euro,0.09,Euro,ACH,0,0.08990110878034162
2022/09/02 18:14,23,80007BAD0,17180,8065FE4F0,52.68,Yen,52.68,Yen,ACH,0,0.37599029334094636
2022/09/02 18:02,23,80007BAD0,17180,8065FE4F0,48.98,Yen,48.98,Yen,Wire,0,0.34958247091570904
2022/09/02 18:24,19856,806220C90,29572,806624F80,52.71,Yen,52.71,Yen,Wire,0,0.3762044108200699
2022/09/02 18:05,19413,8092494C0,123260,809503E40,52.13,Rupee,52.13,Rupee,ACH,0,0.653921900676125
2022/09/02 18:14,22364,805D57DF0,22364,805D57DF0,1.28,Canadian Dollar,0.97,US Dollar,ACH,0,0.97
2022/09/02 18:14,22364,805D57DF0,36096,80D4C6AD0,1.28,Canadian Dollar,1.28,Canadian Dollar,ACH,0,0.9740506810744997
2022/09/02 18:02,22364,805D57DF0,22364,805D57DF0,0.97,Canadian Dollar,0.73,US Dollar,ACH,0,0.73
2022/09/02 18:02,22364,805D57DF0,36096,80D4C6AD0,0.97,Canadian Dollar,0.97,Canadian Dollar,Wire,0,0.7381477817517692
2022/09/02 18:12,235647,80D55F1E0,136009,80DEC3200,0.69,Canadian Dollar,0.69,Canadian Dollar,Wire,0,0.5250741952667224
2022/09/02 18:13,113,810F24EF0,14,8110B9CC0,0.25,Mexican Peso,0.25,Mexican Peso,ACH,0,0.012447099825740602
2022/09/02 18:29,153743,813C29500,156900,814EA13E0,0.21,Swiss Franc,0.21,Swiss Franc,ACH,0,0.21390374331550802
2022/09/02 18:07,63940,818751D90,263186,819185400,3.23,Saudi Riyal,3.23,Saudi Riyal,ACH,0,0.8613333333333333
2022/09/02 18:09,63940,818751D90,263186,819185400,0.55,Saudi Riyal,0.55,Saudi Riyal,Wire,0,0.14666666666666667
2022/09/02 18:09,213123,80D953031,213123,80D953030,3.8e-05,Bitcoin,0.45,US Dollar,Wire,0,0.45
2022/09/02 18:10,214111,80DC91711,214111,80DC91710,2e-06,Bitcoin,0.03,US Dollar,Wire,0,0.03
2022/09/02 18:25,214111,80DC91711,214111,80DC91710,3e-06,Bitcoin,0.03,US Dollar,ACH,0,0.03
2022/09/02 18:15,226660,80AB0B071,226660,80AB0B070,1.5e-05,Bitcoin,0.18,US Dollar,ACH,0,0.18
2022/09/02 18:02,226660,80AB0B071,226660,80AB0B070,6.2e-05,Bitcoin,0.73,US Dollar,Wire,0,0.73
2022/09/02 18:26,233829,8154AFDD1,233829,8154AFDD0,4e-06,Bitcoin,0.04,US Dollar,ACH,0,0.04
2022/09/02 18:00,233829,8154AFDD1,233829,8154AFDD0,3e-06,Bitcoin,0.04,US Dollar,ACH,0,0.04
2022/09/02 18:31,20,800055E30,224,8005168B0,0.91,US Dollar,0.91,US Dollar,ACH,0,0.91
2022/09/02 18:41,1217,800300E10,1291,80053B970,0.83,US Dollar,0.83,US Dollar,ACH,0,0.83
2022/09/02 18:56,394,800F30E10,23760,804DFE300,0.12,US Dollar,0.12,US Dollar,Wire,0,0.12
2022/09/02 18:59,15740,806A4A550,15740,806A4A550,1.22,US Dollar,128.84,Yen,ACH,0,0.9195632003425879
2022/09/02 18:49,15740,806A4A550,15740,806A4A550,0.31,US Dollar,33.14,Yen,ACH,0,0.23652844193847689
2022/09/02 18:31,15740,806A4A550,15740,806A4A550,0.21,US Dollar,22.5,Yen,ACH,0,0.16058810934265932
2022/09/02 18:49,2860,807CE14B0,118536,80B6E7CA0,0.82,US Dollar,0.82,US Dollar,Wire,0,0.82
2022/09/02 18:40,11265,802033370,25017,8105104D0,0.65,US Dollar,0.65,US Dollar,ACH,0,0.65
2022/09/02 18:44,22224,805E4B280,135650,81143DFF0,0.19,US Dollar,0.19,US Dollar,ACH,0,0.19
2022/09/02 18:41,22224,805E4B280,135650,81143DFF0,0.41,US Dollar,0.41,US Dollar,Wire,0,0.41
2022/09/02 18:42,22086,80A344800,119174,812720C10,0.81,US Dollar,0.81,US Dollar,ACH,0,0.81
2022/09/02 18:31,22086,80A344800,119174,812720C10,0.04,US Dollar,0.04,US Dollar,Wire,0,0.04
2022/09/02 18:37,19,80AFABC80,19,80AFABC80,0.55,US Dollar,43.16,Ruble,ACH,0,0.714250252370629
2022/09/02 18:44,14620,801A72250,3,807437260,0.11,Euro,0.11,Euro,ACH,0,0.10987913295375086
2022/09/02 18:36,14620,801A72250,3,807437260,0.13,Euro,0.13,Euro,Wire,0,0.12985715712716012
2022/09/02 18:43,25400,8026C5910,15607,80A9C2CC0,0.4,Euro,0.4,Euro,ACH,0,0.39956048346818496
2022/09/02 18:34,12055,8053AF820,123519,8116A0410,0.55,Euro,0.55,Euro,ACH,0,0.5493956647687543
2022/09/02 18:53,11,8001A22A0,27436,812BD51E0,0.4,Euro,0.4,Euro,ACH,0,0.39956048346818496
2022/09/02 18:59,7082,802BBAC10,10461,804E33F40,3.09,Yuan,3.09,Yuan,ACH,0,0.44759904396320704
2022/09/02 18:39,7082,804FFE610,7080,809B9BB20,6.8,Yuan,6.8,Yuan,ACH,0,0.9850076048381256
2022/09/02 18:59,7082,804FFE610,7080,809B9BB20,3.38,Yuan,3.38,Yuan,Wire,0,0.4896067212283624
2022/09/02 18:37,16,80D1F7860,16,80D272CC0,0.61,Canadian Dollar,0.61,Canadian Dollar,ACH,0,0.4641960276995662
2022/09/02 18:36,46428,811171E80,46782,81137F3E0,6.47,Mexican Peso,6.47,Mexican Peso,ACH,0,0.32213094349016674
2022/09/02 18:58,116,811E4BF20,116,811FA9100,0.23,Brazil Real,0.23,Brazil Real,ACH,0,0.044201018545209955
2022/09/02 18:35,116,811DE7280,249331,812B4F890,2.16,Brazil Real,2.16,Brazil Real,ACH,0,0.4151052176419718
2022/09/02 18:53,219,813558F30,152926,813AA4FE0,0.59,Swiss Franc,0.59,Swiss Franc,ACH,0,0.6009676597911892
2022/09/02 18:32,15885,803E3A831,15885,803E3A830,1.2e-05,Bitcoin,0.95,Yuan,ACH,0,0.13761135655826753
2022/09/02 18:40,118681,80B9A97D1,118681,80B9A97D0,4e-05,Bitcoin,0.48,US Dollar,ACH,0,0.48
2022/09/02 18:37,15,80295D8C1,15,80295D8C0,1e-06,Bitcoin,0.06,Yuan,Wire,0,0.008691243572101107
2022/09/02 18:40,21260,8085A09D1,21260,8085A09D0,1e-06,Bitcoin,0.02,US Dollar,ACH,0,0.02
2022/09/02 18:43,21260,8085A09D1,21260,8085A09D0,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 18:42,113667,808C26191,113667,808C26190,4e-06,Bitcoin,0.31,Yuan,Wire,0,0.044904758455855724
2022/09/02 18:37,113667,808C26191,113667,808C26190,1e-06,Bitcoin,0.09,Yuan,Wire,0,0.013036865358151661
2022/09/02 18:37,115943,8060863D1,115943,8060863D0,1.1e-05,Bitcoin,0.13,US Dollar,ACH,0,0.13
2022/09/02 18:43,115943,8060863D1,115943,8060863D0,2e-06,Bitcoin,0.02,US Dollar,Wire,0,0.02
2022/09/02 18:35,152229,81B595BF1,152229,81B595BF0,4e-06,Bitcoin,0.05,US Dollar,ACH,0,0.05
2022/09/02 18:37,152229,81B595BF1,152229,81B595BF0,3e-06,Bitcoin,0.04,US Dollar,Wire,0,0.04
2022/09/02 19:01,1639,8008928A0,22547,8015A1EE0,0.44,US Dollar,0.44,US Dollar,ACH,0,0.44
2022/09/02 19:07,22185,80100EE40,394,8006B4840,0.33,US Dollar,0.33,US Dollar,Wire,0,0.33
2022/09/02 19:05,21260,80081F040,3533,805F002C0,0.85,US Dollar,0.85,US Dollar,Wire,0,0.85
2022/09/02 19:27,21566,80760A940,3389,8078DDDB0,0.95,US Dollar,0.95,US Dollar,ACH,0,0.95
2022/09/02 19:08,5617,805536460,218072,810F62D70,0.25,US Dollar,0.25,US Dollar,ACH,0,0.25
2022/09/02 19:19,5617,805536460,218072,810F62D70,0.96,US Dollar,0.96,US Dollar,Wire,0,0.96
2022/09/02 19:29,118681,80DB7D2A0,138580,811578F80,0.3,US Dollar,0.3,US Dollar,Wire,0,0.3
2022/09/02 19:17,215239,811F66190,137074,8144D1840,0.6,US Dollar,0.6,US Dollar,ACH,0,0.6
2022/09/02 19:10,22364,8018501D0,231905,814803420,0.78,US Dollar,0.78,US Dollar,Wire,0,0.78
2022/09/02 19:19,5206,81445A4B0,124173,81B9A2080,0.1,US Dollar,0.1,US Dollar,ACH,0,0.1
2022/09/02 19:16,2557,801320290,3,80254E010,0.39,Euro,0.39,Euro,ACH,0,0.38957147138148035
2022/09/02 19:27,24643,8023A1800,0,8025763C0,0.9,Euro,0.9,Euro,ACH,0,0.8990110878034162
2022/09/02 19:02,5082,802646480,6058,8053BA480,0.16,Euro,0.16,Euro,ACH,0,0.159824193387274
2022/09/02 19:09,223762,80BBFC1B0,215505,80EF17A90,0.25,Euro,0.25,Euro,Wire,0,0.2497253021676156
2022/09/02 19:10,123520,8118B8320,51510,8197716F0,0.95,Euro,0.95,Euro,ACH,0,0.9489561482369392
2022/09/02 19:22,11,8036F9030,9735,803972DF0,3.97,Yuan,3.97,Yuan,Wire,0,0.5750706163540233
2022/09/02 19:05,110265,803C05030,692,803E7BB60,4.53,Yuan,4.53,Yuan,ACH,0,0.6561888896936336
2022/09/02 19:01,110265,803C05030,692,803E7BB60,4.57,Yuan,4.57,Yuan,Wire,0,0.6619830520750344
2022/09/02 19:10,7082,803F96B10,29900,804A682D0,2.08,Yuan,2.08,Yuan,ACH,0,0.30129644383283843
2022/09/02 19:14,215478,80621DCA0,15740,8065F0500,59.36,Yen,59.36,Yen,ACH,0,0.4236671186924559
2022/09/02 19:19,215478,80621DCA0,15740,8065F0500,0.82,Yen,0.82,Yen,Wire,0,0.005852544429376917
2022/09/02 19:09,119732,807322F90,123800,808CC9D90,53.73,Rupee,53.73,Rupee,ACH,0,0.6739923982990254
2022/09/02 19:23,123957,809001310,5,80E225950,43.98,Rupee,43.98,Rupee,Wire,0,0.5516878034094758
2022/09/02 19:08,27,80ACF4B10,18,80AFA8890,40.8,Ruble,40.8,Ruble,Wire,0,0.6751948632233935
2022/09/02 19:04,234142,80CFB3510,233674,81B473870,0.24,UK Pound,0.24,UK Pound,Wire,0,0.2775593283064255
2022/09/02 19:03,2692,80BAC4400,2692,80BAC4400,0.27,Australian Dollar,0.19,US Dollar,ACH,0,0.19
2022/09/02 19:03,2692,80BAC4400,41019,8101DB7F0,0.27,Australian Dollar,0.27,Australian Dollar,ACH,0,0.18378599142332042
2022/09/02 19:20,219,81356BED0,152907,813DD1AF0,0.05,Swiss Franc,0.05,Swiss Franc,Wire,0,0.05092946269416858
2022/09/02 19:20,257433,8152AFD40,113,81558A4A0,0.47,Shekel,0.47,Shekel,Wire,0,0.13923863131387942
2022/09/02 19:16,258461,815EA1400,58138,8163C05A0,0.47,Shekel,0.47,Shekel,ACH,0,0.13923863131387942
2022/09/02 19:16,115329,80FA3CB91,115329,80FA3CB90,1e-06,Bitcoin,0.05,Yuan,ACH,0,0.007242702976750923
2022/09/02 19:11,115329,80FA3CB91,115329,80FA3CB90,1e-06,Bitcoin,0.07,Yuan,ACH,0,0.010139784167451293
2022/09/02 19:09,226851,816B97391,226851,816B97390,3e-06,Bitcoin,0.04,US Dollar,ACH,0,0.04
2022/09/02 19:09,226851,816B97391,226851,816B97390,1.1e-05,Bitcoin,0.13,US Dollar,Wire,0,0.13
2022/09/02 19:24,22129,8023DC751,22129,8023DC750,3.4e-05,Bitcoin,0.4,US Dollar,ACH,0,0.4
2022/09/02 19:25,22129,8023DC751,22129,8023DC750,1.3e-05,Bitcoin,0.15,US Dollar,Wire,0,0.15
2022/09/02 19:06,220015,80C4EA211,220015,80C4EA210,6.1e-05,Bitcoin,0.72,US Dollar,ACH,0,0.72
2022/09/02 19:18,26453,80685D621,26453,80685D620,6.7e-05,Bitcoin,0.8,US Dollar,ACH,0,0.8
2022/09/02 19:03,147509,81212BD61,147509,81212BD60,5e-06,Bitcoin,0.06,US Dollar,ACH,0,0.06
2022/09/02 19:02,147509,81212BD61,147509,81212BD60,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 19:16,251854,814A92671,251854,814A92670,9e-06,Bitcoin,0.11,US Dollar,ACH,0,0.11
2022/09/02 19:46,1291,8003CF060,13354,8014D32F0,0.79,US Dollar,0.79,US Dollar,Wire,0,0.79
2022/09/02 19:37,11265,8011E9AE0,1889,802ED9990,0.1,US Dollar,0.1,US Dollar,Wire,0,0.1
2022/09/02 19:46,28865,80FECCDC0,140626,815257380,0.4,US Dollar,0.4,US Dollar,ACH,0,0.4
2022/09/02 19:36,28865,80FECCDC0,140626,815257380,0.37,US Dollar,0.37,US Dollar,Wire,0,0.37
2022/09/02 19:32,22481,816C9C220,131266,816E0C840,0.83,US Dollar,0.83,US Dollar,ACH,0,0.83
2022/09/02 19:55,3389,8033644D0,58479,818391A40,0.85,US Dollar,0.85,US Dollar,ACH,0,0.85
2022/09/02 19:55,20,80010AC20,137029,81AAFB1D0,0.92,US Dollar,0.92,US Dollar,Wire,0,0.92
2022/09/02 19:45,25017,810A2CD30,226659,81AC2AC80,0.94,US Dollar,0.94,US Dollar,Wire,0,0.94
2022/09/02 19:42,3,800061C60,11,8001A60E0,0.68,Euro,0.68,Euro,Wire,0,0.6792528218959145
2022/09/02 19:59,20,80082FA20,600,800988D00,0.79,Euro,0.79,Euro,ACH,0,0.7891319548496654
2022/09/02 19:54,20,80082FA20,600,800988D00,0.24,Euro,0.24,Euro,Wire,0,0.23973629008091096
2022/09/02 19:51,29433,80AD2AF10,215505,80E2F7CD0,0.09,Euro,0.09,Euro,ACH,0,0.08990110878034162
2022/09/02 19:57,29433,80AD2AF10,215505,80E2F7CD0,0.15,Euro,0.15,Euro,Wire,0,0.14983518130056936
2022/09/02 19:43,11,8078144A0,15763,813670C50,0.85,Euro,0.85,Euro,ACH,0,0.849066027369893
2022/09/02 19:35,26922,802991FD0,27425,8035A7FF0,5.85,Yuan,5.85,Yuan,ACH,0,0.8473962482798579
2022/09/02 19:37,26922,802991FD0,27425,8035A7FF0,0.31,Yuan,0.31,Yuan,Wire,0,0.044904758455855724
2022/09/02 19:59,136311,80E004480,136136,80E156650,0.54,Canadian Dollar,0.54,Canadian Dollar,Wire,0,0.41092763107830454
2022/09/02 19:30,142114,80F8477F0,242129,80F9C2280,0.07,Australian Dollar,0.07,Australian Dollar,ACH,0,0.04764821999863862
2022/09/02 19:54,142114,80F8477F0,242129,80F9C2280,0.03,Australian Dollar,0.03,Australian Dollar,Wire,0,0.020420665713702265
2022/09/02 19:37,241256,80F6C1C30,141465,8101C5930,0.97,Australian Dollar,0.97,Australian Dollar,ACH,0,0.6602681914097066
2022/09/02 19:45,241469,810347A80,40904,810347710,0.78,Australian Dollar,0.78,Australian Dollar,ACH,0,0.530937308556259
2022/09/02 19:59,245768,810F02E80,246574,811344BB0,0.18,Mexican Peso,0.18,Mexican Peso,ACH,0,0.008961911874533234
2022/09/02 19:56,245768,810F02E80,246574,811344BB0,0.26,Mexican Peso,0.26,Mexican Peso,Wire,0,0.012944983818770227
2022/09/02 19:52,14,815A33FB0,58138,815E58720,0.03,Shekel,0.03,Shekel,Wire,0,0.008887572211524218
2022/09/02 19:46,63587,817692A10,263186,817EBBC40,2.68,Saudi Riyal,2.68,Saudi Riyal,ACH,0,0.7146666666666667
2022/09/02 19:41,10073,804076411,10073,804076410,2e-06,Bitcoin,0.14,Yuan,ACH,0,0.020279568334902586
2022/09/02 19:33,10073,804076411,10073,804076410,2e-06,Bitcoin,0.13,Yuan,ACH,0,0.018831027739552402
2022/09/02 19:50,157989,816C1B5B1,157989,816C1B5B0,7e-05,Bitcoin,0.84,US Dollar,ACH,0,0.84
2022/09/02 19:42,12307,804A176B1,12307,804A176B0,8.5e-05,Bitcoin,6.77,Yuan,ACH,0,0.980661983052075
2022/09/02 19:55,12307,804A176B1,12307,804A176B0,3e-06,Bitcoin,0.26,Yuan,ACH,0,0.037662055479104804
2022/09/02 19:52,29,80CA0AD51,29,80CA0AD50,1e-06,Bitcoin,0.01,UK Pound,ACH,0,0.01156497201276773
2022/09/02 19:58,121007,80B48A041,121007,80B48A040,2.5e-05,Bitcoin,0.3,US Dollar,ACH,0,0.3
2022/09/02 19:32,1422,803EEDC91,1422,803EEDC90,6.8e-05,Bitcoin,0.81,US Dollar,ACH,0,0.81
2022/09/02 19:41,1422,803EEDC91,1422,803EEDC90,6e-06,Bitcoin,0.07,US Dollar,Wire,0,0.07
2022/09/02 19:41,135035,80D120711,135035,80D120710,2e-06,Bitcoin,0.02,US Dollar,ACH,0,0.02
2022/09/02 19:52,18990,81AAA29F1,18990,81AAA29F0,7.8e-05,Bitcoin,0.93,US Dollar,ACH,0,0.93
2022/09/02 19:49,18990,81AAA29F1,18990,81AAA29F0,2.8e-05,Bitcoin,0.34,US Dollar,ACH,0,0.34
2022/09/02 19:41,18990,81AAA29F1,18990,81AAA29F0,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/02 19:44,119927,80A024431,119927,80A024430,5e-06,Bitcoin,0.06,US Dollar,ACH,0,0.06
2022/09/02 19:32,119927,80A024431,119927,80A024430,2e-06,Bitcoin,0.02,US Dollar,ACH,0,0.02
2022/09/02 20:24,11222,800817720,531,800C2BC30,0.07,US Dollar,0.07,US Dollar,ACH,0,0.07
2022/09/02 20:10,11222,800817720,531,800C2BC30,0.03,US Dollar,0.03,US Dollar,Wire,0,0.03
