From Bank,Account,To Bank,Account.1,Amount Paid
20592,80CA9B0E0,137383,8123CEF80,12.18
120364,80CA9E030,30061,814590FB0,17.6
122788,80CA9E1C0,18326,818B62190,6.37
227876,80CAB0630,31373,80CBFF260,4.16
5572,80CAB55B0,394,8004CFD30,2.83
5206,80CACE7C0,18747,80CA74D70,16.41
22595,80CAA97D0,212730,8151B0550,6.21
23410,80CA93C80,3202,802C993C0,5.4
23041,80CB4B560,18903,8074785F0,25.05
129927,80CC000B0,17803,80DB20240,25.18
226660,80CC0D4E0,119973,80CD68410,8.31
32192,80CC0D580,39701,812758770,19.15
11265,8023B4DE0,118314,80CC177F0,38.5
11265,8023B4DE0,118314,80CC177F0,18.92
11265,8023B4DE0,118314,80CC177F0,2.13
2692,80CC1D0E0,140797,8199A4EA0,39.4
16866,80CC1BD40,231039,8177050D0,39.83
125980,80CC1C360,248265,8133AFE40,13.66
15194,80CC39210,12,804980190,34.01
215721,80CC3D540,118536,80CBE6560,34.46
11968,80CC444B0,22106,80C034D50,46.56
134113,80CC59E90,8801,80B116C40,9.56
24778,80CC5A8F0,1291,800B9E3A0,22.2
20592,80CC70550,259720,818B64AB0,38.99
116342,80CC6FD90,217226,813873CC0,34.14
128019,80CC760B0,22481,80147CDA0,15.47
8318,80CC6F8B0,2860,800BE1150,15.05
2860,80CCAA370,61144,8170386F0,33.58
22432,80CCAE0A0,21547,80FF4AC00,41.39
15355,80CCAECE0,5206,814ABEBC0,18.1
119174,80CCB6B60,139951,81A2E4590,24.14
30061,80CCBE460,22031,80159E640,47.75
31373,80CCAD950,17803,808D4E810,21.12
531,80CCB4D30,531,800C2BC30,38.09
26453,80CCB53C0,138123,817D54990,21.5
349,80CCC9590,211374,8059DF240,28.04
28958,80CCCC3F0,124222,8148A8B50,16.47
226851,80CCD4770,219425,80C8390D0,4.67
218057,80CD01900,58439,816EDE710,44.92
115966,80CD02830,1110,813A11BD0,7.97
1394,80CD231D0,22224,804652480,43.52
15284,80CD08650,394,800B02E20,48.17
126413,80CD10710,28168,804396B20,32.05
214000,80CD12490,28168,804396B20,31.58
12592,80CD3B240,4790,8051ADEC0,6.24
222559,80CD41D20,131857,80F6B6000,0.72
133539,80CD48BD0,122996,80D9E44E0,18.08
12702,80CD4AE80,47529,8175F17B0,6.75
21647,80CD5DE50,1120,807847160,19.09
219975,80CD572C0,3597,80BAD3C40,49.28
131099,80CD57A20,5033,802AFA360,8.7
16584,80CD711D0,9715,80A650DA0,6.33
6314,80CD7D860,219782,80F545230,11.12
27915,80CD30720,15786,81B96C3A0,2.74
215766,80CD31530,11255,808A4CA80,6.51
110856,80CD8D250,11880,8150B51E0,4.25
219975,808485040,227639,80CD8E490,5.62
219975,808485040,227639,80CD8E490,15.88
228752,80CC9ABD0,22547,81790CFC0,6.55
215187,80CC9CDE0,118681,80C1CE320,18.39
11255,80CD8E2A0,22547,81790CFC0,27.8
27155,80CDB1830,134113,8174C3E30,6.71
18493,80CDBBD60,113317,807A51220,8.76
17256,80CDDDBC0,12,805A69730,8.77
215107,80CDEDF20,135744,812F1BEA0,47.31
26179,80CDEF2D0,11046,8006FAF70,5.59
1638,801405760,11661,80CE097F0,0.52
1638,801405760,11661,80CE097F0,3.71
124222,80CE0AAF0,13354,80D497020,31.51
11,80CE1A390,225862,80BEF52B0,11.05
35145,80CE24DB0,12,800319F40,6.55
116703,80CE24E50,113317,810278BD0,9.59
13243,80CE270B0,13703,8095FD6A0,6.59
18270,80CE29870,21130,8095FDF30,1.06
212730,80CE305A0,22185,8037CE2B0,7.25
13474,80CE3CE30,14408,813944D20,6.43
2545,80CDD77E0,214867,807387A90,17.1
21393,80CDF21D0,20,800595AB0,8.26
212730,80CDF4650,11047,807387950,6.87
115966,80CDF5DA0,114721,8057BA370,28.55
124222,80CE3BDA0,214867,807387A90,4.98
219788,80CE3C510,128098,81557FE40,17.12
24317,80CE3D340,26179,802964AF0,28.54
31635,80CE42D80,128098,81557FE40,30.62
14648,80CE4F560,1812,801143680,39.41
2175,80CE62050,110821,80D711310,5.52
210700,80CE56B60,226151,819E14E00,3.43
232406,80CE76BD0,115216,805CDACA0,6.61
22435,80CE9A980,118314,8071C9530,11.63
134019,80CEA4410,29448,8063C5EC0,49.11
120364,80CEB42E0,53029,817306AB0,14.32
122459,80CE94D10,15331,8062E54B0,12.73
219782,80CEB3E90,3440,80B41B380,22.55
1277,80CEBA420,219368,8094EC820,44.5
24317,80CEC6EA0,231039,81788DF80,5.55
133620,80CED6F50,21393,807BB2070,46.54
127530,80CED7350,8106,803EBFFD0,39.58
19589,80CED7440,2368,801697830,24.5
122996,80CC98230,111913,810F40940,15.84
211374,80CE714C0,111913,810F40940,12.31
24633,80CE7A250,1422,80062DEB0,25.03
28865,80CEC3850,111913,810F40940,10.61
14648,80CEFFC50,25526,8190A5160,5.48
5571,80CF27650,28168,807C74960,3.28
18990,80CF3B5B0,33219,80DA94EA0,34.98
22031,80CF84910,236488,81730D3B0,17.14
14408,80CFC0060,243575,81102E6B0,28.72
11661,80CFBDA50,5617,81844C670,10.54
18890,80D00A570,116648,81702DEC0,49.61
5621,80D00BD90,13474,815BEB380,41.29
221100,80D01F580,2692,8060D85E0,4.63
15640,80D024E70,212730,80A501170,24.12
228849,80D03B0F0,22481,80212DBD0,2.95
215766,80D03EA60,259304,816235D70,35.09
12063,80D051580,22432,808DF3110,39.01
22481,80D0522E0,22432,808DF3110,0.38
134720,80D056B30,28195,816235D20,22.09
11047,80D06DA10,236488,817298B70,5.74
8318,80B3D6420,234736,80D070A70,30.7
8318,80B3D6420,234736,80D070A70,25.81
219788,80D07DC40,120364,81C120A80,45.74
113213,80D07DCE0,113317,80CEE0390,28.95
21260,80D0C1A50,22435,805EC73D0,34.42
21246,80D0E6350,24523,80C766E20,34.85
122788,80D0E84E0,67503,818C88870,0.5
23410,80D0F4EA0,11265,800BD0DD0,0.95
26894,80D121C30,11,8007B4390,4.76
14408,80D1A1DC0,22890,81844F150,29.61
24950,80D1A5B50,216492,807A69E00,17.61
229487,80D1A16A0,28865,81AFD2EF0,16.12
5617,80D1A79E0,11305,8045215E0,9.21
214000,80D1BBAA0,18247,808D6B9F0,2.36
130821,80D1BC090,11495,800B226B0,4.36
33747,80D1C8CC0,21260,800F75C40,1.29
21438,80D1D3240,213123,813323A60,14.78
120364,80D20F090,221100,80B9B09F0,0.48
5572,80D212510,27915,816ABA390,2.23
19589,80D2213B0,165124,81A357740,26.18
15284,80D228940,243494,819D14460,9.8
128098,80D22F240,22031,803801C40,10.67
22435,80D22FF10,35798,80DCFD590,33.13
215239,80D23A470,224,80005B2F0,46.97
21438,80D23F060,1231,80A3675B0,41.36
232523,80D245570,8814,80852CE50,7.99
234039,80D2C67E0,222439,80C296740,35.5
113213,80D2D1500,22595,813C41E80,34.29
214867,80D2C9F20,221284,8134FCC30,49.39
126413,80D2DB760,140797,8189E2E50,4.06
2545,80D335F30,212996,8139487F0,17.26
349,80D34F420,1291,8001F1EF0,10.11
124049,80D33BD20,125980,815195790,39.14
115943,80D347A90,11046,812658B20,2.74
31694,80D359E80,139951,819BBEE50,8.88
219687,80D35A6A0,28102,80CC10D90,0.37
5572,80D373080,2692,816FB2CE0,43.22
26894,80D361BE0,4894,81306B7A0,46.02
211374,80D36C820,16739,8131E97F0,30.46
5572,80D3FB490,110856,809ABD6F0,31.98
133044,80D419270,160797,817062020,41.19
18656,80D45F610,27009,80D0176D0,35.87
12,80D458480,151250,813C30BD0,47.68
26894,80D483BC0,238477,81A04DD90,26.12
114721,80D46FC80,18671,810B9D8C0,4.38
4187,80D474570,18671,810B9D8C0,6.64
226290,80D475C20,18671,810B9D8C0,45.44
232406,80D466560,258931,817356A70,37.57
18084,80D496DE0,28102,80BCAA590,29.75
27175,80D4B42E0,114954,815645140,47.43
70,10042B660,6045,80D4C22A0,18.76
235492,80D4E51E0,134019,80FAC9BB0,3.44
121007,80D4F4D50,220188,8136CC010,23.55
227876,80D57F2A0,22124,818B5E090,20.5
5572,805E5C340,21130,80D5A2910,12.92
15640,80D5AF390,217717,817DD2FF0,29.14
16262,80D5ADEE0,166448,81A14D840,30.0
3500,80D59DBA0,252876,81606D470,30.97
126688,80D59DF50,252876,81606D470,16.61
114954,80D5A6FA0,252876,81606D470,2.19
134113,80D5B7DB0,11222,800AD0640,41.05
17256,80D5C3200,160896,81A6C0480,2.79
31653,80D5F9C90,126223,81A9B15A0,23.57
14408,80D613870,16866,817D88010,4.3
2860,80D639130,127530,80DA47990,9.06
224,80D63AC30,21393,80093E6E0,3.96
22435,80D67EE50,1422,800935060,21.44
127980,80D67DF70,259720,819E161C0,5.13
70,10042B660,226660,80D6BFE00,25.29
214107,80D6D7740,214107,80D6D7740,6.29
220822,80D6D88D0,20,800523260,42.09
134113,80D6FE600,18326,80C3CAB30,19.67
5621,80D6CFFF0,1277,805FE8DC0,8.5
235492,80D704B40,118536,815CB31D0,16.6
12592,80D6C9E10,118536,81B1B7070,10.49
234992,80D74B720,1638,8094C6290,29.55
18840,80D712CB0,215721,8075D71B0,16.19
226436,80D713890,239632,811432DE0,3.98
2368,80D758860,56335,81B6643B0,7.21
22890,80D75C4F0,1889,80921F760,1.14
22661,80D7C0ED0,10416,818255CE0,17.62
223113,80D7EBCC0,11968,8057C62E0,7.42
20592,80D852230,20,8008255F0,5.02
2175,80D857350,13354,80B693AC0,39.3
119174,80D850490,22661,8047EF1B0,7.01
126588,80D85A060,28195,815B7BAC0,0.42
2692,80D863600,28195,815B7BAC0,28.84
32192,80D867BD0,215721,80744FD00,17.69
116703,80D8700A0,1,8068061C0,15.36
233465,80D875A00,215107,806161720,10.77
24633,80D877250,243575,81219B670,4.09
222439,80D89BD90,3718,806AC8010,7.74
21063,80D8CDB00,29915,81075FBB0,43.42
219687,80D8D1AB0,394,80B8E2090,17.99
236488,80D8D26E0,19085,816E6C7E0,3.62
119174,80D8D56D0,247408,813964F30,47.27
3202,80D8979F0,217798,806B4C630,7.93
112568,80D8A4F70,217798,806B4C630,14.21
19589,80D8A5D30,220188,80D6F0780,6.48
137074,80D8C4580,4187,80D9BA020,35.06
31730,80D8C9A80,217798,806B4C630,4.61
217717,80A201880,36392,80D94E280,4.41
217717,80A201880,36392,80D94E280,0.77
220822,80D9650D0,140797,816AFB030,31.17
126883,80D977E00,39812,81BF3F7E0,10.54
5394,80D977EF0,121335,80A564BB0,23.55
33296,80D99D890,116342,810F7B000,14.51
20,80D9B38E0,58361,81B2CC650,1.91
31363,80D9B80C0,12966,8047B06E0,7.19
1439,80D9BB910,25242,819F28E70,17.8
214000,80DA140C0,22432,80C2E5E40,49.98
3389,80DA1CDA0,21547,813A91A60,25.66
210472,80DA1CE40,21547,813A91A60,10.87
222470,80DA31A80,43256,8166F0EB0,27.57
226624,80DA2B9D0,25281,81606AB90,4.55
31188,80DA2F950,3533,80B32D2D0,41.34
24438,80DA524D0,226436,816EC2070,9.17
18081,80DA68200,126223,818694260,13.64
18493,80DA81380,26179,814B16290,2.47
234736,80DA93C90,11495,816530580,26.07
234933,80DA992E0,12702,812D0EA70,22.45
1812,80DAAC2C0,269652,819DB8900,24.09
233829,80DACEF10,215239,81B03B6F0,10.0
24633,80DA9ED90,1110,808A4B270,28.05
236008,80DAA0FD0,15786,804510260,20.4
135650,80DAAE5C0,1110,808A4B270,9.35
3653,80DAD3890,236488,81730D3B0,46.9
11671,80DAE03E0,110821,805256F90,35.96
18247,80DAE0940,110821,805256F90,27.07
136360,80DA71EB0,134019,81B736E60,20.46
129402,80DA730C0,212518,804CADE40,44.59
117694,80DAF0340,15875,816D5C620,18.58
214342,80DAFFD50,1291,800BC90E0,17.1
129927,80DB14BC0,113213,807D60EA0,8.03
17831,80DB39DA0,12592,801565A30,47.21
3533,80DB46760,1439,800BDF9C0,45.63
133044,80DB5D1A0,47532,81B5A55B0,14.47
29158,80DB5DC30,53029,81ADEB8B0,45.98
28046,80DB6F280,238352,81479E730,35.87
236488,80DB74260,226659,80BB759E0,14.48
121007,80DB7C8E0,17256,8084E6350,9.41
14648,80A1F5AC0,28644,80DB83210,42.47
231948,80DB8D480,219788,80BCDF1F0,28.08
24778,80DBA1BD0,218057,80D1C0370,24.02
18656,80DB95650,4894,808F5E2F0,39.37
4894,80DBAC8E0,31373,80DB664F0,26.93
18324,80DB8C110,225759,80E375570,22.4
5394,80DBA8960,28958,8149BCCB0,9.79
215187,80DBBCDE0,22435,800E97800,16.45
3440,80DBBFD20,243494,8134392A0,25.62
111913,80DBC64C0,13354,8074DD980,16.98
213123,80DBC8CB0,1120,8016AF6B0,29.56
5571,80DBD1D70,1439,807319760,0.92
28393,80DBD4200,131787,80DAE6040,34.7
18656,80DC149F0,14408,81BF80FC0,19.18
18656,80DC17DE0,22661,80B6A52F0,48.24
11337,80DC1CCE0,22031,8017847E0,11.49
28102,80DC259C0,214867,81B207080,1.88
15355,80DC0E160,13125,812479300,49.53
11671,80DC06E80,13474,80D8BEE80,1.83
126991,80DC074B0,137074,80EEC2880,28.59
115966,80DC094C0,21246,810367DF0,8.3
227876,80DC303E0,24633,8020806D0,7.75
215191,80DBE1EA0,225759,80DBAB2A0,47.48
24950,80DC6FB50,5571,803342840,18.21
226659,80DC70020,45261,81470E1C0,6.76
15875,80DC98CD0,219425,807673FA0,4.59
20,80DC8E160,222470,813986550,7.73
226624,80DC8E520,15640,80D464670,9.41
30061,80DC95410,156230,816D01410,0.86
213123,80DC97B70,22547,805D97CC0,18.67
20,80DC69520,214342,816424070,35.69
27155,80DCA5110,15284,80C7B47A0,38.47
31286,80DCAFA10,23571,80C0EF770,10.61
115943,80DCC12C0,115216,819833D80,31.66
1277,80DCE6CA0,11701,8078A3CA0,21.7
28958,80DCB8510,221100,819C87B10,5.4
8106,80DD13D50,137074,81A1529B0,37.38
115481,80DD155F0,214342,807D49690,36.77
118681,80DD25920,1639,8062C3780,37.92
18990,80DD1C440,21939,818268050,30.61
22185,80DD20FA0,29915,80D9B95D0,42.89
70,10042B660,5572,80DD3A230,16.27
70,10042B660,5572,80DD3A230,11.63
8814,80DD42900,13210,8082447F0,9.02
215239,80DD4A840,140797,80FAE9640,7.84
132004,80DD625E0,3500,80CDC43B0,37.28
37022,80DD90790,13210,8080C85C0,36.15
136360,80DD91690,13125,801CC37A0,34.15
2692,80DDB86D0,113016,805286510,48.35
15875,80DDE3380,122996,815FF7D40,9.92
225862,80DDE7990,20,8005A78A0,40.45
29915,80DDE94A0,11968,801B9FC90,18.37
232523,80DDEAEB0,349,80E9252E0,20.15
15786,80DDED5C0,120280,80D0547B0,11.55
115216,80DE48720,11,801E531D0,7.54
219705,80DE4F520,66590,81AD5B540,7.01
119973,80DE53A90,112568,8065A1990,39.55
114721,80DE82930,231039,80CE17CE0,6.59
5033,803862490,126631,80DE9C700,10.2
5033,803862490,126631,80DE9C700,1.89
26015,80DE93C10,118536,8152F5470,44.49
137383,80DF12510,2196,80169E770,41.11
21393,80DF10D00,245750,814283BC0,32.86
114954,80DF11570,245750,814283BC0,39.83
8488,80DF13040,63357,81BC08A90,44.55
18840,80DF14EF0,2175,8115489C0,32.74
111913,80DFCFF50,22481,80E0A2590,25.37
31635,80DFD0130,131787,817C37DF0,4.21
137268,80DFD4330,13821,80329EFF0,26.03
215514,80DFD2610,28644,810D48330,31.12
21547,80DFD2CF0,1807,80E15CC10,8.75
220729,80E075C80,21828,80C2FFF10,8.4
23571,80E075D20,28168,809C4B380,49.2
31635,80E1136F0,139974,81710ACF0,36.04
226659,80E131350,11,8000ECA90,23.09
37524,80E13C900,11047,800D98E80,40.48
216093,80E171220,394,81102BFD0,13.49
127530,80E164160,225759,80A3D8850,23.46
113317,80E168960,221284,805A80E30,15.04
21260,80E16A480,349,800F4ADC0,34.99
31694,80E184FB0,218072,80AC00DF0,21.26
236259,80E1961B0,26453,805D1AAF0,49.99
37022,80E1A2DB0,139884,8137342F0,9.39
19085,80E1A4270,11701,802AA9240,3.16
121013,80E1C2150,120364,819C50940,3.87
233345,80E1D38A0,4187,812D5B970,2.29
115481,80E25F420,21393,800B697D0,0.83
219054,80E264460,255954,819A86990,17.47
233465,80E2689B0,22086,802A6A6C0,27.26
33013,80E25CDF0,215456,8061DCD20,7.52
36392,80E263010,228849,813842390,47.68
31286,80E266E30,2545,8046001D0,30.21
137029,80E29F2C0,5571,812C486D0,15.33
134720,80E2CA210,11483,80F836290,18.06
22224,80E3353D0,11,8015C0510,29.61
137268,80E378A40,19229,8137A72A0,32.25
1277,80E3747B0,67359,81A5B2950,17.57
219705,80E376340,67359,81A5B2950,7.12
19182,80E37E990,20,8005AB580,6.97
124682,80E3A20F0,1217,804CE5B10,9.67
15331,80E3A5E30,11046,8011066C0,24.06
22124,80E3AFB80,2860,800929CD0,42.6
129050,80E4C80D0,137268,81340AD30,45.48
229487,80E4D0710,2545,800FABC70,31.22
11701,80E50F5C0,25463,810814D40,9.42
21438,80E5BEAB0,25463,81B24D1A0,23.35
22890,80E5FAD20,4894,8055563E0,0.46
11305,80E714170,11265,804DA2920,43.06
22364,80E7B5B00,134085,816FB35E0,40.01
23041,80E7D8850,156915,815DA7CA0,18.35
226290,80E7DE090,28195,81778C7B0,20.3
19325,80E866B20,11265,800DF8E80,16.61
215766,80E8CC840,131266,81A6DDAE0,9.38
22547,80E8C75B0,211374,8049DC3B0,32.31
217717,80E8D6470,145289,819C31D70,38.4
4894,80E8D9570,1638,802138190,1.8
128110,80E8F8C70,233005,814F98EA0,3.82
115943,80E900120,1638,8011A35C0,13.48
229487,80E902C00,1638,8011A35C0,9.91
126631,80E907B10,1,8001E6D70,35.73
21828,80E8FD810,219368,80D0238E0,22.48
22432,80E911490,254308,81487A3D0,13.42
122779,80A3F7630,128098,80BC4D290,28.61
2196,80E92F880,18324,814421330,45.47
137383,80E93AA10,214107,811630930,5.56
234992,80E97FDD0,26894,80BBE0E10,13.86
236628,80E926B90,11701,800A61DE0,17.45
1291,80E939480,29158,8141FC720,44.18
3500,80E94D170,29158,8141FC720,16.56
6045,80E988500,531,806BCF980,0.81
1,80E994510,17831,80C677A10,4.56
19085,80E990060,219975,8095FF220,4.28
136393,80E992700,219975,8095FF220,0.23
11,80E9A5BA0,13243,80C8DB0B0,5.59
215191,80E986AB0,245810,81219ADA0,18.18
215239,80E98B790,18903,81219B9C0,41.96
122459,80E99A840,1231,80FE6E380,0.31
16679,80E99DD40,1422,812D54410,45.23
13395,80E9B0D30,11770,803538800,4.12
114721,80E9B19D0,11770,803538800,7.06
221284,80E9C5350,17831,813941C50,14.3
21647,80E9CCC60,5394,8073D9D50,20.35
21414,80E9CBC40,152229,81703AA80,14.64
110821,80E9FDAC0,27234,806902E10,40.63
37146,80EA12510,214107,8084ED260,37.99
133530,80EA1B4A0,15194,8073D7A40,14.31
13243,80E9DE7D0,1217,8014D91F0,2.89
13243,80EA6FA90,146307,81B6B6160,6.63
13474,80EA8E1A0,21547,80E866A80,6.92
12063,80EB04FD0,18671,807170C80,12.88
31730,80EB54920,5206,8057FFC50,38.9
28393,80EB58C90,46650,815D63DF0,12.26
217862,80EB69020,26015,80C7234D0,38.36
13210,80EB61870,19085,80D335DB0,8.92
18656,80EB9CF10,235053,816AC9780,25.17
227639,80EB9D450,230733,8123CD2E0,7.65
115966,80EBA2E30,12,800F70510,27.41
234039,80EC613A0,12592,801565A30,47.15
23410,80ECB0DB0,215107,816AB0770,27.27
115771,80ECBC360,229026,81A126120,44.39
124126,80ECBE4A0,11880,80B979F00,44.19
25242,80ECCD180,1439,8095A2AD0,8.53
8801,80ECADE70,394,805CADAC0,9.47
137946,80ECB5F90,110777,803FFBB70,17.6
22106,80ED39460,262521,81745ACA0,14.05
18890,80ED699A0,11483,804A4F1F0,10.38
20,80EDAC910,22129,8061B0210,1.44
29448,80EDF24D0,220916,80E17C540,40.54
28046,80EE341D0,1889,8086679B0,29.09
1812,80B6216B0,35086,80EE47290,41.5
19589,80EE53E80,112568,808E26DB0,11.16
115771,80EE77E90,3597,816F725D0,32.19
20592,80EE79BD0,4790,806186190,6.82
238824,80EE8E960,15331,809152600,32.98
5394,80EE9C560,31730,81922F5B0,29.73
24438,80EE9FAD0,24317,81513B250,25.03
22106,80EECC4D0,11265,800928FC0,32.04
1120,80EECEBC0,19589,807BF3640,4.93
22185,80EF04970,12592,8076595E0,40.48
234736,80EF0F0F0,226659,81B7A39B0,4.86
13210,80B6BB030,138123,80EF557C0,32.83
21438,80EF48160,27175,810B9E3F0,33.1
37146,80EF643A0,19182,805DAA0B0,34.73
137564,80EF6D860,214111,806B4A780,27.72
349,80EF7FFA0,18903,80905D8E0,8.16
215107,80253F700,12592,8014D2AC0,8.49
25017,80EF941D0,222433,816FE07E0,4.72
137029,80EFD7560,135744,811BCE370,10.6
215721,807774800,126991,80F0154A0,22.96
215191,80F0304A0,1439,807CCC190,21.83
15783,80F0702A0,15875,806CA51D0,31.94
16739,80F06FB00,22185,8180E60A0,12.39
1277,80F06F340,219054,8082E1A60,6.43
137268,80F090400,20,8007B47C0,2.63
231948,80F16D470,238477,81024F560,2.75
10416,80F175E70,31653,80DD01400,4.93
122967,80F1734A0,22595,80242C9C0,33.74
131266,80F17A810,19589,814B78560,11.28
224,80F17A8B0,13210,80B78E5A0,1.32
1394,80F170770,126883,818C8C510,33.81
217862,80F17C9F0,245564,814612B30,6.77
137268,80F17CA90,267233,81B219A20,0.63
135035,80E1981C0,28865,80F187AA0,2.82
135035,80E1981C0,28865,80F187AA0,0.65
236628,80F18BF20,53009,81728A820,0.76
122967,80F18CAD0,36830,810CA81F0,6.54
16866,80F16B300,13474,8079BE5F0,30.7
22106,80F195E10,210700,815D088C0,9.53
115943,80F196570,20,8002288B0,11.61
13243,80F23ED20,1422,8108A0C50,20.36
20,80F23E0F0,261399,817DE6FB0,31.48
236259,80F2426E0,2860,80C7D1670,3.02
27009,80F2484D0,210472,80590F720,16.95
135650,80F3B2560,531,80160DE20,7.86
28865,80F3BA000,18840,81589F030,23.7
26453,80F3BD050,236628,8187D7BF0,9.23
23760,80F3BF7D0,244647,81409D6B0,37.09
12,80F3C2380,2545,806AD2940,25.14
15194,80F3C30B0,210700,80972A540,8.71
15783,80F3D5DB0,1231,8163896A0,11.31
116648,80F3C6C60,270696,81BE2BCA0,4.78
240728,80F3C6D50,11495,8039753F0,6.14
13125,80F3F1440,23041,8077D2310,43.14
122779,80F3F9420,25242,807E1E560,12.57
239632,80F3FA780,115216,80A440C70,12.96
2860,803858ED0,1638,80F4007E0,16.64
217717,80F4152A0,3202,810410DB0,0.82
1439,8012858C0,36176,80F422C30,22.83
221284,80F41B300,215514,819C81720,13.74
135650,80F41CB20,11495,800E47610,23.22
25281,80F42C720,215514,819C81720,30.47
28865,80F436390,22661,808022B40,1.7
141248,80F4031A0,5855,810D78730,11.25
36176,80F414670,5855,810D78730,42.11
21828,80F4159F0,3533,80CCFE2D0,11.8
29158,80F45FAD0,226436,80EA74D10,8.26
139661,80F460390,22124,809D67FC0,16.79
121335,80F3B9680,15875,81B5A7700,2.98
18890,80F467F70,22224,800F41340,44.48
25242,80F53F210,20,80AD11590,28.67
233829,80F53FC50,1639,80A1010C0,49.15
229512,80F53CA00,21828,809089D30,29.88
26894,80F545910,118314,80A00FB70,8.4
5572,80F55BCC0,18747,80E1C0F80,47.11
119927,80F553960,1889,803F42710,19.11
218072,80F55D630,14595,810D27750,47.62
219054,80F573D40,270165,81A816E90,36.47
114954,80F579B40,114954,80F579B40,1.15
5855,80B099B40,133539,80F577E50,24.19
5855,80B099B40,133539,80F577E50,5.42
5855,80B099B40,133539,80F577E50,11.94
13354,806CD9D20,124222,80F581970,43.39
31635,80F582A00,394,800B46950,9.94
5571,80F582D70,3653,810F72650,4.29
241535,80F582E10,1217,80022F630,34.79
215514,80F571780,212518,811F0E990,47.67
28932,80F598390,215456,80DC808E0,27.56
219425,80F5BFCA0,21130,80D6CBCC0,8.55
12702,80F5C0880,1291,8003EB7B0,5.58
118681,80F5C4EA0,1,8003EB760,37.25
119927,80F5C7240,1,8003EB760,46.4
237246,80F5CDD00,133539,80F3E70D0,37.28
137074,80F5CF960,237078,81AFE85A0,14.33
4790,80F5D24D0,1291,8003EB7B0,25.48
136393,80F5E9D60,6809,80560CD10,4.84
13210,80F5BA5B0,11255,80E8A7180,15.58
237078,80F5DFFE0,221024,80B6E7F30,7.96
31373,80F5E7370,128097,811910280,26.83
137946,80F68D2A0,219782,813818A30,35.28
239886,80F68C210,11701,800B13520,32.1
233829,80F6A06B0,18890,806E86E60,31.97
4894,80F685E30,226660,81914AE10,34.55
11,80C53AD30,4894,80F6E84D0,28.52
219975,80F74EA10,31188,80CF8A910,22.11
23747,80F76CA30,164876,81837DF70,2.98
121013,80F76DDB0,246662,8157CBAC0,11.58
1110,80F864F60,166516,81B8F6360,5.75
226151,80F867270,11495,8116E5840,1.06
214342,80F88DBD0,16263,803784F60,26.16
1,80F8B30D0,28932,80598A900,47.74
37022,80F8B4F30,11968,81A440D20,22.21
16263,80F8B7970,234680,80E8DA490,13.86
11661,80F8E7380,133539,80D479730,18.53
138578,80F955750,21828,803023670,26.67
24523,80F98CF90,28168,8121AA5B0,7.58
31694,80F98A270,122967,80A405010,44.9
3389,80FA3EFC0,22185,8011AC450,0.07
137074,80FADFC80,22481,8019B6AA0,35.36
142590,80FB284A0,15680,8021302B0,49.33
122788,80FB6DB90,15640,810D27CD0,0.34
218057,80FB6E130,1394,800952990,41.71
22547,80FB7BB10,22595,804D60210,7.84
1807,80FB89730,22435,80361D810,38.54
126588,80FB8A2B0,9715,807568740,26.97
20592,80FB828D0,11222,815D82F60,5.91
116703,80FB8F520,23571,803353660,12.17
134720,80FBFA520,20,80B0606D0,9.31
11222,80FC192D0,18656,80332F1E0,31.69
233345,80FC1B600,231651,80DFC01F0,21.89
21246,80FC1E340,241912,810D61250,39.36
33013,80FC1F890,27234,818CAAE80,0.06
128097,80FC26650,234039,81251BB00,9.62
24778,80FC1B220,216492,80C886B30,10.07
233345,80FC54E00,20,8003C12A0,47.52
3533,80FC58BA0,124049,81556E1B0,49.94
225862,80FCC2550,15786,80B7F9450,34.9
115128,806002AD0,13125,80FD1CC50,35.89
115128,806002AD0,13125,80FD1CC50,31.14
25017,80FD27E80,22364,8031EA9B0,25.68
237110,80FD29150,22364,8031EA9B0,8.06
11,80FD56B50,42838,81002F100,27.21
237640,80FD5D2D0,22435,8030F1CF0,6.51
5033,80FD5DE50,11770,80DE8FD60,29.11
226659,80FD59DB0,217226,80B02E160,5.2
20592,80FD5BC40,1217,8006AD4E0,4.83
123807,80FD52AF0,1639,8015BE3C0,22.71
219705,80FD76B60,11495,817D8B3B0,12.1
142529,80FD89D20,49308,81A518E10,24.67
5033,80FD93FD0,158472,8172331D0,7.23
18324,80FD8DE10,120280,810C409C0,2.62
8106,80FD8F5F0,11046,805C8A4B0,9.89
242676,80FD9E3D0,230733,8172443A0,26.33
121013,80FDC4DE0,63363,81C027850,29.08
18247,80FDC9F70,8801,807D5EE80,41.25
220188,80FDCBDF0,21393,80B82A0A0,9.14
229026,80FDCD040,115771,80F965220,12.23
26015,80FDD1080,218057,8095BAD80,5.34
17831,80FDED330,4790,801D91510,47.98
1394,800ADEB00,127530,80FDF2B10,32.04
1394,800ADEB00,127530,80FDF2B10,4.96
115771,80FDCDE10,1120,8008306D0,10.56
124682,80FDE9240,8801,81270D5F0,36.03
35086,80FE31940,28625,8035DA4A0,40.93
226851,80FEA6820,237253,815B06170,7.05
2692,80FECB2B0,3533,8020A4D90,1.88
16866,80FED6E30,22435,80B042B40,22.3
118681,80FF121E0,118681,80FF121E0,5.12
239886,80FF15560,242412,811124080,5.98
27155,80FF17900,131099,81AF44CB0,9.59
